loss,validation_loss,validation_psnr,timestamp,checkpoint_dir_name,should_checkpoint,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
107.01653885259861,107.01653885259861,50.744013653639826,1768200786,checkpoint_000000,True,False,1,e493f_00000,2026-01-12_07-53-06,618.8879499435425,618.8879499435425,174856,ccwgslurm0105,134.158.175.138,618.8879499435425,1
103.81418088587318,103.81418088587318,51.28822431931151,1768201396,checkpoint_000001,True,True,2,e493f_00000,2026-01-12_08-03-16,610.4204769134521,1229.3084268569946,174856,ccwgslurm0105,134.158.175.138,1229.3084268569946,2
