epoch,train_loss,val_loss
1,1.5165033599163624,1.2353320995966592
2,1.1076576154282753,1.091825262705485
3,1.0138803324800856,1.003822644551595
4,0.9639525438876863,0.9709728439648946
5,0.9358069280360607,0.9484336535135905
6,0.9166990338487828,0.9305390377839406
7,0.8995085637620155,0.922436241308848
8,0.8839640680779802,0.9032004634539287
9,0.8660665740358069,0.8826363205909729
10,0.8514540634256729,0.8714503665765126
11,0.8394874136498633,0.8504955252011617
12,0.8274400941869046,0.8448691368103027
13,0.8151342049558112,0.8255787869294484
14,0.8033846730881549,0.820068488518397
15,0.792137885093689,0.8135477483272553
16,0.7828090150305566,0.7938626289367676
17,0.7721440842811097,0.7836697101593018
18,0.7627387295378015,0.7821004092693329
19,0.7557018782230134,0.7656075676282247
20,0.7481656713688627,0.7641446272532145
21,0.7427691713292548,0.7551628927389781
22,0.7381449770420155,0.750363270441691
23,0.7340967099717323,0.7474037567774455
24,0.7288654195501449,0.7439363121986389
25,0.7259642027794047,0.7384160141150157
26,0.7223452263690056,0.7341423889001211
27,0.7175596861129111,0.735720040400823
28,0.714764309436717,0.7275081833203634
29,0.7100504411027787,0.7257954378922781
30,0.7075681026945723,0.724421892563502
31,0.7045168716856773,0.7165827929973603
32,0.7015124232211012,0.7126028219858805
33,0.6997472057951257,0.725383605559667
34,0.6964024247007167,0.7101476450761159
35,0.69238264281699,0.7027872443199158
36,0.692246390657222,0.7229911228020985
37,0.69040497668246,0.6967842976252238
38,0.6859647974054864,0.7039664030075073
39,0.6855037491372291,0.6988637824853261
40,0.6820226296465448,0.692896060148875
41,0.6791804531787304,0.6983299553394318
42,0.6777238716470434,0.6901870906352997
43,0.6747952968516249,0.6918461958567301
44,0.6736962534011679,0.6865146934986115
45,0.6701527232819415,0.686358380317688
46,0.6698792084734491,0.682942130168279
47,0.6676848807233445,0.6805037220319112
48,0.665742420642934,0.6790235936641693
49,0.6646273620585178,0.6810501873493194
50,0.663686401032387,0.6745775997638702
51,0.6610808471415905,0.6788847088813782
52,0.6577143841601433,0.666776156425476
53,0.657193416230222,0.6696479598681132
54,0.6552823378684672,0.6770819167296092
55,0.6549875421726957,0.6678012192249299
56,0.6520841390528578,0.6615253925323487
57,0.6510663613359979,0.6620476384957631
58,0.648876439256871,0.6689805964628855
59,0.649359935395261,0.6589391152064006
60,0.6468438480762725,0.6621775329113007
61,0.6462052048520839,0.6588608165582021
62,0.6433853593278438,0.6517321050167084
63,0.641978125622932,0.6548316915829976
64,0.6420496413048278,0.6592305779457093
65,0.6404799768265258,0.6548137903213501
66,0.638927838142882,0.6516392529010773
67,0.63818210921389,0.6549679458141326
68,0.6380874938153206,0.6472916543483734
69,0.6376906159076284,0.6490762809912364
70,0.6362869975414682,0.6550250669320424
71,0.6335009975636259,0.6412525554498036
72,0.6335670367200323,0.642827860514323
73,0.6323550198940521,0.6421018183231354
74,0.6313273001224436,0.6475607514381408
75,0.6303946555928981,0.6477120717366537
76,0.6285934514187752,0.6367664297421773
77,0.6278001671141766,0.6405613640944163
78,0.6272441085348738,0.6361116806666056
79,0.6276821377429557,0.6362610359986623
80,0.6264762475135478,0.6364002605279286
81,0.6254684864206517,0.6374831239382426
82,0.6246451476786999,0.6375813245773315
83,0.6239154257672899,0.6333024144172669
84,0.6231156902110323,0.6325867652893067
85,0.6217814919796396,0.632115755478541
86,0.621536467937713,0.6371541957060496
87,0.6208278506360155,0.6368970851103465
88,0.6209302166674999,0.6295825441678365
89,0.618710690863589,0.6338458557923635
90,0.6179472426150707,0.6310792088508606
91,0.619410811586583,0.6312823394934336
92,0.6170691305018486,0.6350684642791748
93,0.6166552672994897,0.6338300327459971
94,0.6172065088089477,0.6266879796981811
95,0.6159500147433992,0.6339079181353251
96,0.6150328202450529,0.627068018913269
97,0.6135745215923228,0.6240022599697113
98,0.614166659750837,0.624317487080892
99,0.6135249287524122,0.6213657081127166
100,0.6136538924054896,0.624659397204717
